Observation unit ID	Date	NumMainStems	TubN_total_per_plant	TubW_total_per_plant	DoE	PlantHeight
WUR:CE-FIN05-II-317-B	2005-07-12					
WUR:CE-FIN05-II-317-C	2005-07-12					
WUR:CE-FIN05-II-318-A	2005-07-12				39	14
WUR:CE-FIN05-II-318-B	2005-07-12				34	22
WUR:CE-FIN05-II-318-C	2005-07-12		3	22.3	26	26
WUR:CE-FIN05-II-319-A	2005-07-12		7	24.5	26	31
WUR:CE-FIN05-II-319-B	2005-07-12		8	16.6	27	29
WUR:CE-FIN05-II-319-C	2005-07-12		7	17.5	29	30
WUR:CE-FIN05-II-320-A	2005-07-12		12	38.4	27	30
WUR:CE-FIN05-II-320-B	2005-07-12		23	68.5	25	30
WUR:CE-FIN05-II-320-C	2005-07-12		11	53.2	25	31
WUR:CE-FIN05-II-321-A	2005-07-12		12	46.9	25	22
WUR:CE-FIN05-II-321-B	2005-07-12				38	7
WUR:CE-FIN05-II-321-C	2005-07-12		1	3	31	15
WUR:CE-FIN05-II-322-A	2005-07-12				55	1
WUR:CE-FIN05-II-322-B	2005-07-12				35	19
WUR:CE-FIN05-II-322-C	2005-07-12				39	16
WUR:CE-FIN05-II-323-A	2005-07-12				33	25
WUR:CE-FIN05-II-323-B	2005-07-12				47	7
WUR:CE-FIN05-II-323-C	2005-07-12				28	28
WUR:CE-FIN05-II-324-A	2005-07-12					
WUR:CE-FIN05-II-324-B	2005-07-12		6	10.8	26	36
WUR:CE-FIN05-II-324-C	2005-07-12					
WUR:CE-FIN05-II-325-A	2005-07-12		4	10.4	29	30
WUR:CE-FIN05-II-325-B	2005-07-12				40	12
WUR:CE-FIN05-II-325-C	2005-07-12				42	8
WUR:CE-FIN05-II-326-A	2005-07-12		18	68.5	28	25
WUR:CE-FIN05-II-326-B	2005-07-12		18	91.9	28	29
WUR:CE-FIN05-II-326-C	2005-07-12		21	99.6	27	29
WUR:CE-FIN05-II-327-A	2005-07-12				30	28
WUR:CE-FIN05-II-327-B	2005-07-12		3	6.4	25	42
WUR:CE-FIN05-II-327-C	2005-07-12					
WUR:CE-FIN05-II-328-A	2005-07-12				36	15
WUR:CE-FIN05-II-328-B	2005-07-12				28	21
WUR:CE-FIN05-II-328-C	2005-07-12				41	13
WUR:CE-FIN05-II-329-A	2005-07-12				40	17
WUR:CE-FIN05-II-329-B	2005-07-12				37	23
WUR:CE-FIN05-II-329-C	2005-07-12				35	21
WUR:CE-FIN05-II-330-A	2005-07-12				31	30
WUR:CE-FIN05-II-330-B	2005-07-12				30	29
WUR:CE-FIN05-II-330-C	2005-07-12		1	1.9	28	32
WUR:CE-FIN05-II-331-A	2005-07-12				46	6
WUR:CE-FIN05-II-331-B	2005-07-12				32	17
WUR:CE-FIN05-II-331-C	2005-07-12				41	10
WUR:CE-FIN05-II-332-A	2005-07-12				29	30
WUR:CE-FIN05-II-332-B	2005-07-12				33	27
WUR:CE-FIN05-II-332-C	2005-07-12				28	30
WUR:CE-FIN05-II-333-A	2005-07-12		10	30.7	29	29
WUR:CE-FIN05-II-333-B	2005-07-12		12	39.8	27	27
WUR:CE-FIN05-II-333-C	2005-07-12		4	22	27	23
WUR:CE-FIN05-II-334-A	2005-07-12		3	7.9	35	15
WUR:CE-FIN05-II-334-B	2005-07-12		3	9.8	37	7
WUR:CE-FIN05-II-334-C	2005-07-12		3	4.6	51	2
WUR:CE-FIN05-II-335-A	2005-07-12		1	2.6	28	30
WUR:CE-FIN05-II-335-B	2005-07-12		10	29.7	25	44
WUR:CE-FIN05-II-335-C	2005-07-12		4	4.9	27	37
WUR:CE-FIN05-II-336-A	2005-07-12				31	18
WUR:CE-FIN05-II-336-B	2005-07-12				46	3
WUR:CE-FIN05-II-336-C	2005-07-12				28	15
WUR:CE-FIN05-II-337-A	2005-07-12		7	12.5	42	
WUR:CE-FIN05-II-337-B	2005-07-12		1	4.1	25	26
WUR:CE-FIN05-II-337-C	2005-07-12		10	29.7	27	32
WUR:CE-FIN05-II-338-A	2005-07-12		2	5.1	31	18
WUR:CE-FIN05-II-338-B	2005-07-12		1	1.6	29	14
WUR:CE-FIN05-II-338-C	2005-07-12		13	51.3	27	23
WUR:CE-FIN05-II-339-A	2005-07-12		15	34.5	26	24
WUR:CE-FIN05-II-339-B	2005-07-12		15	24.6	26	26
WUR:CE-FIN05-II-339-C	2005-07-12		13	35	26	28
WUR:CE-FIN05-II-340-A	2005-07-12				27	26
WUR:CE-FIN05-II-340-B	2005-07-12				27	27
WUR:CE-FIN05-II-340-C	2005-07-12				26	33
WUR:CE-FIN05-II-341-A	2005-07-12		16	80	26	24
WUR:CE-FIN05-II-341-B	2005-07-12		14	53	26	21
WUR:CE-FIN05-II-341-C	2005-07-12		13	54.3	25	27
WUR:CE-FIN05-II-342-A	2005-07-12					
WUR:CE-FIN05-II-342-B	2005-07-12		15	39.9	27	299
WUR:CE-FIN05-II-342-C	2005-07-12		13	42.8	26	31
WUR:CE-FIN05-II-343-A	2005-07-12		22	80	24	33
WUR:CE-FIN05-II-343-B	2005-07-12		17	70.8	22	30
WUR:CE-FIN05-II-343-C	2005-07-12		22	99.3	23	30
WUR:CE-FIN05-II-344-A	2005-07-12		6	18	28	31
WUR:CE-FIN05-II-344-B	2005-07-12		8	24.8	28	26
WUR:CE-FIN05-II-344-C	2005-07-12		6	12.8	27	28
WUR:CE-FIN05-II-345-A	2005-07-12		17	34.1	28	29
WUR:CE-FIN05-II-345-B	2005-07-12		12	44.3	27	33
WUR:CE-FIN05-II-345-C	2005-07-12		17	49.5	27	33
WUR:CE-FIN05-II-346-A	2005-07-12		8	129.6	21	25
WUR:CE-FIN05-II-346-B	2005-07-12		6	25.2	27	23
WUR:CE-FIN05-II-346-C	2005-07-12		6	44.7	25	21
WUR:CE-FIN05-II-347-A	2005-07-12				39	9
WUR:CE-FIN05-II-347-B	2005-07-12				39	10
WUR:CE-FIN05-II-347-C	2005-07-12				35	10
WUR:CE-FIN05-II-348-A	2005-07-12		9	7.6	29	30
WUR:CE-FIN05-II-348-B	2005-07-12		19	26.4	26	39
WUR:CE-FIN05-II-348-C	2005-07-12		11	13.8	27	33
WUR:CE-FIN05-II-349-A	2005-07-12				43	10
WUR:CE-FIN05-II-349-B	2005-07-12		4	15.1	27	23
WUR:CE-FIN05-II-349-C	2005-07-12				37	18
WUR:CE-FIN05-II-350-A	2005-07-12				26	25
WUR:CE-FIN05-II-350-B	2005-07-12				26	24
WUR:CE-FIN05-II-350-C	2005-07-12				25	20
WUR:CE-FIN05-II-351-A	2005-07-12		10	30.7	25	17
WUR:CE-FIN05-II-351-B	2005-07-12		9	38.1	25	24
WUR:CE-FIN05-II-351-C	2005-07-12		14	44.4	26	23
WUR:CE-FIN05-II-352-A	2005-07-12		13	77.9	27	28
WUR:CE-FIN05-II-352-B	2005-07-12		13	85.2	26	29
WUR:CE-FIN05-II-352-C	2005-07-12		9	50.8	29	30
WUR:CE-FIN05-II-353-A	2005-07-12				26	22
WUR:CE-FIN05-II-353-B	2005-07-12				26	18
WUR:CE-FIN05-II-353-C	2005-07-12				26	32
WUR:CE-FIN05-II-354-A	2005-07-12		14	62.7	27	22
WUR:CE-FIN05-II-354-B	2005-07-12		13	73.9	29	24
WUR:CE-FIN05-II-354-C	2005-07-12		3	11.3	31	25
WUR:CE-FIN05-II-355-A	2005-07-12				30	20
WUR:CE-FIN05-II-355-B	2005-07-12				25	25
WUR:CE-FIN05-II-355-C	2005-07-12				26	26
WUR:CE-FIN05-II-356-A	2005-07-12		6	16.8	28	21
WUR:CE-FIN05-II-356-B	2005-07-12		3	10.2	28	22
WUR:CE-FIN05-II-356-C	2005-07-12		3	9	32	20
WUR:CE-FIN05-II-357-A	2005-07-12		14	26.9	26	27
WUR:CE-FIN05-II-357-B	2005-07-12		3	5.9	36	22
WUR:CE-FIN05-II-357-C	2005-07-12		18	48.7	26	29
WUR:CE-FIN05-II-358-A	2005-07-12		20	157	26	33
WUR:CE-FIN05-II-358-B	2005-07-12				37	17
WUR:CE-FIN05-II-358-C	2005-07-12		22	108.3	26	27
WUR:CE-FIN05-II-359-A	2005-07-12		13	51.8	26	30
WUR:CE-FIN05-II-359-B	2005-07-12		11	33.8	26	37
WUR:CE-FIN05-II-359-C	2005-07-12		9	17.2	28	29
WUR:CE-FIN05-II-360-A	2005-07-12		9	57.6	26	25
WUR:CE-FIN05-II-360-B	2005-07-12		4	9.2	31	16
WUR:CE-FIN05-II-360-C	2005-07-12		3	29.3	26	28
WUR:CE-FIN05-II-361-A	2005-07-12				28	25
WUR:CE-FIN05-II-361-B	2005-07-12				34	19
WUR:CE-FIN05-II-361-C	2005-07-12				35	17
WUR:CE-FIN05-II-362-A	2005-07-12		10	40.3	29	27
WUR:CE-FIN05-II-362-B	2005-07-12		10	57.6	28	24
WUR:CE-FIN05-II-362-C	2005-07-12		14	83.2	26	29
WUR:CE-FIN05-II-363-A	2005-07-12		11	29.2	29	21
WUR:CE-FIN05-II-363-B	2005-07-12		12	40.4	26	28
WUR:CE-FIN05-II-363-C	2005-07-12		5	9.5	29	26
WUR:CE-FIN05-II-364-A	2005-07-12		4	7.8	32	26
WUR:CE-FIN05-II-364-B	2005-07-12		14	36	27	33
WUR:CE-FIN05-II-364-C	2005-07-12		4	7.7	28	28
WUR:CE-FIN05-II-365-A	2005-07-12		3	4.5	35	25
WUR:CE-FIN05-II-365-B	2005-07-12		4	6.6	30	29
WUR:CE-FIN05-II-365-C	2005-07-12		2	2.2	30	19
WUR:CE-FIN05-II-366-A	2005-07-12		22	85.2	26	34
WUR:CE-FIN05-II-366-B	2005-07-12		9	40.3	27	27
WUR:CE-FIN05-II-366-C	2005-07-12		10	17.6	30	29
WUR:CE-FIN05-II-367-A	2005-07-12				33	19
WUR:CE-FIN05-II-367-B	2005-07-12				25	30
WUR:CE-FIN05-II-367-C	2005-07-12				38	17
WUR:CE-FIN05-II-368-A	2005-07-12		18	70.3	26	28
WUR:CE-FIN05-II-368-B	2005-07-12		17	93.9	25	39
WUR:CE-FIN05-II-368-C	2005-07-12		16	34.4	27	26
WUR:CE-FIN05-II-369-A	2005-07-12		3	1.9	28	20
WUR:CE-FIN05-II-369-B	2005-07-12		27	81.2	27	32
WUR:CE-FIN05-II-369-C	2005-07-12		25	77.6	28	33
WUR:CE-FIN05-II-370-A	2005-07-12		3	3.6	27	25
WUR:CE-FIN05-II-370-B	2005-07-12		3	3	27	24
WUR:CE-FIN05-II-370-C	2005-07-12		14	34.8	25	30
WUR:CE-FIN05-II-371-A	2005-07-12		19	67.3	26	27
WUR:CE-FIN05-II-371-B	2005-07-12		16	67.3	26	22
WUR:CE-FIN05-II-371-C	2005-07-12		20	61.2	27	23
WUR:CE-FIN05-II-372-A	2005-07-12				26	29
WUR:CE-FIN05-II-372-B	2005-07-12				25	21
WUR:CE-FIN05-II-372-C	2005-07-12				27	15
WUR:CE-FIN05-II-373-A	2005-07-12		10	59.8	26	29
WUR:CE-FIN05-II-373-B	2005-07-12		21	93.3	25	37
WUR:CE-FIN05-II-373-C	2005-07-12		20	58.5	27	27
WUR:CE-FIN05-II-374-A	2005-07-12				30	15
WUR:CE-FIN05-II-374-B	2005-07-12				27	26
WUR:CE-FIN05-II-374-C	2005-07-12		2	2.1	26	22
WUR:CE-FIN05-II-375-A	2005-07-12				29	26
WUR:CE-FIN05-II-375-B	2005-07-12				34	20
WUR:CE-FIN05-II-375-C	2005-07-12				38	9
WUR:CE-FIN05-II-376-A	2005-07-12		8	17.4	33	24
WUR:CE-FIN05-II-376-B	2005-07-12		9	52.4	26	30
WUR:CE-FIN05-II-376-C	2005-07-12				40	19
WUR:CE-FIN05-II-377-A	2005-07-12		28	133.4	27	30
WUR:CE-FIN05-II-377-B	2005-07-12		23	116	27	33
WUR:CE-FIN05-II-377-C	2005-07-12		7	8	37	20
WUR:CE-FIN05-II-378-A	2005-07-12				25	31
WUR:CE-FIN05-II-378-B	2005-07-12				26	28
WUR:CE-FIN05-II-378-C	2005-07-12					
WUR:CE-FIN05-II-379-A	2005-07-12		2	0.9	28	20
WUR:CE-FIN05-II-379-B	2005-07-12		6	9.1	25	24
WUR:CE-FIN05-II-379-C	2005-07-12				29	16
WUR:CE-FIN05-II-380-A	2005-07-12		10	28.8	27	28
WUR:CE-FIN05-II-380-B	2005-07-12		6	20.2	26	30
WUR:CE-FIN05-II-380-C	2005-07-12		6	14.2	28	26
WUR:CE-FIN05-II-381-A	2005-07-12		43	121.1	25	31
WUR:CE-FIN05-II-381-B	2005-07-12		23	36.7	28	26
WUR:CE-FIN05-II-381-C	2005-07-12		22	52.8	27	30
WUR:CE-FIN05-II-382-A	2005-07-12		14	29.4	25	35
WUR:CE-FIN05-II-382-B	2005-07-12		17	50.8	25	37
WUR:CE-FIN05-II-382-C	2005-07-12		7	19.6	25	38
WUR:CE-FIN05-II-383-A	2005-07-12				35	16
WUR:CE-FIN05-II-383-B	2005-07-12				53	5
WUR:CE-FIN05-II-383-C	2005-07-12				25	4
WUR:CE-FIN05-II-384-A	2005-07-12		8	22.6	26	35
WUR:CE-FIN05-II-384-B	2005-07-12		7	16.2	29	25
WUR:CE-FIN05-II-384-C	2005-07-12		7	13.8	29	24
WUR:CE-FIN05-II-385-A	2005-07-12		13	26.9	27	27
WUR:CE-FIN05-II-385-B	2005-07-12		5	14.9	27	24
WUR:CE-FIN05-II-385-C	2005-07-12		5	16.9	27	29
WUR:CE-FIN05-II-386-A	2005-07-12				33	19
WUR:CE-FIN05-II-386-B	2005-07-12				35	14
WUR:CE-FIN05-II-386-C	2005-07-12				33	20
WUR:CE-FIN05-II-387-A	2005-07-12		6	28.1	25	26
WUR:CE-FIN05-II-387-B	2005-07-12				41	9
WUR:CE-FIN05-II-387-C	2005-07-12		1	1.6	36	15
WUR:CE-FIN05-II-388-A	2005-07-12		6	10.3	26	24
WUR:CE-FIN05-II-388-B	2005-07-12		14	27.8	23	28
WUR:CE-FIN05-II-388-C	2005-07-12		6	12.9	26	27
WUR:CE-FIN05-II-389-A	2005-07-12		15	136.5	20	30
WUR:CE-FIN05-II-389-B	2005-07-12		31	105.3	25	29
WUR:CE-FIN05-II-389-C	2005-07-12		25	121.5	25	31
WUR:CE-FIN05-II-390-A	2005-07-12		3	4.4	27	26
WUR:CE-FIN05-II-390-B	2005-07-12		8	13.6	26	27
WUR:CE-FIN05-II-390-C	2005-07-12		8	24.4	25	30
WUR:CE-FIN05-II-391-A	2005-07-12		27	135.1	26	29
WUR:CE-FIN05-II-391-B	2005-07-12		19	93.7	27	21
WUR:CE-FIN05-II-391-C	2005-07-12		20	60.3	28	24
WUR:CE-FIN05-II-392-A	2005-07-12				38	17
WUR:CE-FIN05-II-392-B	2005-07-12		3	10.7	34	25
WUR:CE-FIN05-II-392-C	2005-07-12		27	117.4	27	39
WUR:CE-FIN05-II-393-A	2005-07-12		14	76.3	27	33
WUR:CE-FIN05-II-393-B	2005-07-12		18	140.8	26	32
WUR:CE-FIN05-II-393-C	2005-07-12		23	158.1	26	33
WUR:CE-FIN05-II-394-A	2005-07-12		8	15.7	34	17
WUR:CE-FIN05-II-394-B	2005-07-12		5	23.4	28	18
WUR:CE-FIN05-II-394-C	2005-07-12		13	39.7	30	24
WUR:CE-FIN05-II-395-A	2005-07-12				35	14
WUR:CE-FIN05-II-395-B	2005-07-12				41	13
WUR:CE-FIN05-II-395-C	2005-07-12				37	15
WUR:CE-FIN05-II-396-A	2005-07-12				36	14
WUR:CE-FIN05-II-396-B	2005-07-12				28	21
WUR:CE-FIN05-II-396-C	2005-07-12				33	13
WUR:CE-FIN05-II-397-A	2005-07-12		3	6.5	35	14
WUR:CE-FIN05-II-397-B	2005-07-12		3	4.7	37	13
WUR:CE-FIN05-II-397-C	2005-07-12				39	12
WUR:CE-FIN05-II-398-A	2005-07-12				27	23
WUR:CE-FIN05-II-398-B	2005-07-12		3	2.9	27	26
WUR:CE-FIN05-II-398-C	2005-07-12		6	8	26	30
WUR:CE-FIN05-II-399-A	2005-07-12		17	117.6	28	39
WUR:CE-FIN05-II-399-B	2005-07-12		10	72.9	27	41
WUR:CE-FIN05-II-399-C	2005-07-12		8	48.5	28	31
WUR:CE-FIN05-II-400-A	2005-07-12		15	62	22	40
WUR:CE-FIN05-II-400-B	2005-07-12		23	60.2	23	39
WUR:CE-FIN05-II-400-C	2005-07-12		5	11.2	23	38
WUR:CE-FIN05-II-401-A	2005-07-12		15	53.9	29	23
WUR:CE-FIN05-II-401-B	2005-07-12		23	67.1	26	25
WUR:CE-FIN05-II-401-C	2005-07-12		16	80.3	26	23
WUR:CE-FIN05-II-402-A	2005-07-12		16	19.4	30	41
WUR:CE-FIN05-II-402-B	2005-07-12		3	4.9	32	32
WUR:CE-FIN05-II-402-C	2005-07-12		6	16.2	29	43
WUR:CE-FIN05-II-403-A	2005-07-12				29	31
WUR:CE-FIN05-II-403-B	2005-07-12				28	25
WUR:CE-FIN05-II-403-C	2005-07-12		4	3.6	26	34
WUR:CE-FIN05-II-404-A	2005-07-12		13	44.8	26	30
WUR:CE-FIN05-II-404-B	2005-07-12		11	51.5	27	28
WUR:CE-FIN05-II-404-C	2005-07-12		15	61.3	26	27
WUR:CE-FIN05-II-405-A	2005-07-12		2	2.4	34	19
WUR:CE-FIN05-II-405-B	2005-07-12		2	2.4	28	25
WUR:CE-FIN05-II-405-C	2005-07-12		2	2.2	26	23
WUR:CE-FIN05-II-406-A	2005-07-12				42	9
WUR:CE-FIN05-II-406-B	2005-07-12				39	9
WUR:CE-FIN05-II-406-C	2005-07-12		3	2.5	37	19
WUR:CE-FIN05-II-407-A	2005-07-12		4	4.7	32	20
WUR:CE-FIN05-II-407-B	2005-07-12				40	12
WUR:CE-FIN05-II-407-C	2005-07-12		9	39.8	26	33
WUR:CE-FIN05-II-408-A	2005-07-12				39	5
WUR:CE-FIN05-II-408-B	2005-07-12		1	0.7	37	15
WUR:CE-FIN05-II-408-C	2005-07-12		9	21.1	29	19
WUR:CE-FIN05-II-409-A	2005-07-12		11	26.1	25	23
WUR:CE-FIN05-II-409-B	2005-07-12		6	11.8	25	17
WUR:CE-FIN05-II-409-C	2005-07-12		6	11.3	26	21
WUR:CE-FIN05-II-410-A	2005-07-12				30	24
WUR:CE-FIN05-II-410-B	2005-07-12		2	1.6	27	32
WUR:CE-FIN05-II-410-C	2005-07-12				28	31
WUR:CE-FIN05-II-411-A	2005-07-12		1	1.2	31	22
WUR:CE-FIN05-II-411-B	2005-07-12		4	7.8	30	26
WUR:CE-FIN05-II-411-C	2005-07-12				29	27
WUR:CE-FIN05-II-412-A	2005-07-12				29	23
WUR:CE-FIN05-II-412-B	2005-07-12				26	23
WUR:CE-FIN05-II-412-C	2005-07-12		5	16.2	25	29
WUR:CE-FIN05-II-413-A	2005-07-12					
WUR:CE-FIN05-II-413-B	2005-07-12				47	3
WUR:CE-FIN05-II-413-C	2005-07-12				47	7
WUR:CE-FIN05-II-414-A	2005-07-12		9	33.9	26	25
WUR:CE-FIN05-II-414-B	2005-07-12		10	43.2	25	37
WUR:CE-FIN05-II-414-C	2005-07-12		1	26	26	37
WUR:CE-FIN05-II-415-A	2005-07-12					
WUR:CE-FIN05-II-415-B	2005-07-12				47	3
WUR:CE-FIN05-II-415-C	2005-07-12				47	3
WUR:CE-FIN05-II-416-A	2005-07-12		3	11.4	32	24
WUR:CE-FIN05-II-416-B	2005-07-12		4	25	25	30
WUR:CE-FIN05-II-416-C	2005-07-12		4	14.6	28	25
WUR:CE-FIN05-II-417-A	2005-07-12		5	12.7	29	23
WUR:CE-FIN05-II-417-B	2005-07-12		8	39.6	25	26
WUR:CE-FIN05-II-417-C	2005-07-12		14	53	25	33
WUR:CE-FIN05-II-418-A	2005-07-12		11	31.3	27	26
WUR:CE-FIN05-II-418-B	2005-07-12				29	28
WUR:CE-FIN05-II-418-C	2005-07-12		5	8.8	29	28
WUR:CE-FIN05-II-419-A	2005-07-12				39	19
WUR:CE-FIN05-II-419-B	2005-07-12				35	26
WUR:CE-FIN05-II-419-C	2005-07-12				27	21
WUR:CE-FIN05-II-420-A	2005-07-12		19	31.3	23	29
WUR:CE-FIN05-II-420-B	2005-07-12		11	34.9	23	29
WUR:CE-FIN05-II-420-C	2005-07-12		12	41.1	23	29
WUR:CE-FIN05-II-421-A	2005-07-12		22	77.3	26	32
WUR:CE-FIN05-II-421-B	2005-07-12				26	30
WUR:CE-FIN05-II-421-C	2005-07-12				26	30
WUR:CE-FIN05-II-422-A	2005-07-12		23	115.3	26	41
WUR:CE-FIN05-II-422-B	2005-07-12		16	75.6	40	14
WUR:CE-FIN05-II-422-C	2005-07-12		18	73.3	39	18
WUR:CE-FIN05-II-423-A	2005-07-12				36	18
WUR:CE-FIN05-II-423-B	2005-07-12				36	24
WUR:CE-FIN05-II-423-C	2005-07-12		8	34.6	26	40
WUR:CE-FIN05-II-424-A	2005-07-12		1	2	27	32
WUR:CE-FIN05-II-424-B	2005-07-12		1	3.2	34	22
WUR:CE-FIN05-II-424-C	2005-07-12				37	17
WUR:CE-FIN05-II-425-A	2005-07-12		1	1.5	31	28
WUR:CE-FIN05-II-425-B	2005-07-12		10	18.6	25	36
WUR:CE-FIN05-II-425-C	2005-07-12				43	13
WUR:CE-FIN05-II-426-A	2005-07-12		1	3.9	30	18
WUR:CE-FIN05-II-426-B	2005-07-12		5	22.5	27	29
WUR:CE-FIN05-II-426-C	2005-07-12				30	20
WUR:CE-FIN05-II-427-A	2005-07-12		3	8.4	29	26
WUR:CE-FIN05-II-427-B	2005-07-12		6	30.5	26	29
WUR:CE-FIN05-II-427-C	2005-07-12		5	14.5	27	29
WUR:CE-FIN05-II-428-A	2005-07-12				27	21
WUR:CE-FIN05-II-428-B	2005-07-12				25	30
WUR:CE-FIN05-II-428-C	2005-07-12				25	13
WUR:CE-FIN05-II-429-A	2005-07-12		21	78.9	25	33
WUR:CE-FIN05-II-429-B	2005-07-12		11	48	26	39
WUR:CE-FIN05-II-429-C	2005-07-12		1	1.5	37	26
WUR:CE-FIN05-II-430-A	2005-07-12				27	27
WUR:CE-FIN05-II-430-B	2005-07-12				28	25
WUR:CE-FIN05-II-430-C	2005-07-12				28	21
WUR:CE-FIN05-II-431-A	2005-07-12		6	17.6	25	30
WUR:CE-FIN05-II-431-B	2005-07-12		9	51.2	22	32
WUR:CE-FIN05-II-431-C	2005-07-12		6	22.3	29	30
WUR:CE-FIN05-II-432-A	2005-07-12		16	54.4	26	33
WUR:CE-FIN05-II-432-B	2005-07-12		8	15	30	32
WUR:CE-FIN05-II-432-C	2005-07-12		10	33.1	26	30
WUR:CE-FIN05-II-433-A	2005-07-12				25	33
WUR:CE-FIN05-II-433-B	2005-07-12				27	7
WUR:CE-FIN05-II-433-C	2005-07-12				25	37
WUR:CE-FIN05-II-434-A	2005-07-12				29	11
WUR:CE-FIN05-II-434-B	2005-07-12				28	24
WUR:CE-FIN05-II-434-C	2005-07-12		9	18	30	32
WUR:CE-FIN05-II-435-A	2005-07-12				30	20
WUR:CE-FIN05-II-435-B	2005-07-12				28	27
WUR:CE-FIN05-II-435-C	2005-07-12				28	20
WUR:CE-FIN05-II-436-A	2005-07-12		8	14.8	30	18
WUR:CE-FIN05-II-436-B	2005-07-12		9	31.9	27	22
WUR:CE-FIN05-II-436-C	2005-07-12		6	19.4	27	21
WUR:CE-FIN05-II-437-A	2005-07-12		13	15.3	33	23
WUR:CE-FIN05-II-437-B	2005-07-12		12	22.5	28	22
WUR:CE-FIN05-II-437-C	2005-07-12		11	35.7	29	24
WUR:CE-FIN05-II-438-A	2005-07-12		5	29	25	31
WUR:CE-FIN05-II-438-B	2005-07-12		7	38.6	25	27
WUR:CE-FIN05-II-438-C	2005-07-12		8	32	25	32
WUR:CE-FIN05-II-439-A	2005-07-12		3	4.5	28	24
WUR:CE-FIN05-II-439-B	2005-07-12		2	3.5	28	19
WUR:CE-FIN05-II-439-C	2005-07-12		3	5.4	28	22
WUR:CE-FIN05-II-440-A	2005-07-12				27	21
WUR:CE-FIN05-II-440-B	2005-07-12				29	16
WUR:CE-FIN05-II-440-C	2005-07-12				27	27
WUR:CE-FIN05-II-441-A	2005-07-12				30	25
WUR:CE-FIN05-II-441-B	2005-07-12				45	26
WUR:CE-FIN05-II-441-C	2005-07-12				35	17
WUR:CE-FIN05-II-442-A	2005-07-12		10	11.9	26	30
WUR:CE-FIN05-II-442-B	2005-07-12		28	49.8	22	35
WUR:CE-FIN05-II-442-C	2005-07-12		16	26.1	26	30
WUR:CE-FIN05-II-443-A	2005-07-12				30	23
WUR:CE-FIN05-II-443-B	2005-07-12				32	23
WUR:CE-FIN05-II-443-C	2005-07-12				30	25
WUR:CE-FIN05-II-444-A	2005-07-12		19	92.9	26	29
WUR:CE-FIN05-II-444-B	2005-07-12		18	88.2	25	28
WUR:CE-FIN05-II-444-C	2005-07-12		20	52.5	30	20
WUR:CE-FIN05-II-445-A	2005-07-12		21	67.3	26	41
WUR:CE-FIN05-II-445-B	2005-07-12				36	33
WUR:CE-FIN05-II-445-C	2005-07-12		29	117.4	25	45
WUR:CE-FIN05-II-446-A	2005-07-12		2	6.1	30	25
WUR:CE-FIN05-II-446-B	2005-07-12		3	14.2	30	25
WUR:CE-FIN05-II-446-C	2005-07-12		10	35.2	29	26
WUR:CE-FIN05-II-447-A	2005-07-12				37	26
WUR:CE-FIN05-II-447-B	2005-07-12				30	40
WUR:CE-FIN05-II-447-C	2005-07-12		4	8.9	28	50
WUR:CE-FIN05-II-448-A	2005-07-12				28	17
WUR:CE-FIN05-II-448-B	2005-07-12				28	23
WUR:CE-FIN05-II-448-C	2005-07-12				29	25
WUR:CE-FIN05-II-449-A	2005-07-12				33	22
WUR:CE-FIN05-II-449-B	2005-07-12				35	21
WUR:CE-FIN05-II-449-C	2005-07-12				25	21
WUR:CE-FIN05-II-450-A	2005-07-12		2	7.3	27	18
WUR:CE-FIN05-II-450-B	2005-07-12		10	27.2	29	27
WUR:CE-FIN05-II-450-C	2005-07-12		4	12.3	27	22
WUR:CE-FIN05-II-451-A	2005-07-12		19	89.2	26	25
WUR:CE-FIN05-II-451-B	2005-07-12		14	50	28	23
WUR:CE-FIN05-II-451-C	2005-07-12		19	58.7	27	23
WUR:CE-FIN05-II-452-A	2005-07-12		13	45.9	27	25
WUR:CE-FIN05-II-452-B	2005-07-12		30	119.9	25	29
WUR:CE-FIN05-II-452-C	2005-07-12		13	46.7	25	26
WUR:CE-FIN05-II-453-A	2005-07-12				33	34
WUR:CE-FIN05-II-453-B	2005-07-12				25	40
WUR:CE-FIN05-II-453-C	2005-07-12				35	32
WUR:CE-FIN05-II-454-A	2005-07-12				29	35
WUR:CE-FIN05-II-454-B	2005-07-12		13	64.5	26	39
WUR:CE-FIN05-II-454-C	2005-07-12		20	95.5	25	44
WUR:CE-FIN05-II-455-A	2005-07-12		2	1.1	26	32
WUR:CE-FIN05-II-455-B	2005-07-12		10	15.4	25	36
WUR:CE-FIN05-II-455-C	2005-07-12		7	9.4	26	30
WUR:CE-FIN05-II-456-A	2005-07-12		4	4.6	29	20
WUR:CE-FIN05-II-456-B	2005-07-12		5	4.5	30	17
WUR:CE-FIN05-II-456-C	2005-07-12		3	1.8	33	17
WUR:CE-FIN05-II-457-A	2005-07-12				41	13
WUR:CE-FIN05-II-457-B	2005-07-12				30	25
WUR:CE-FIN05-II-457-C	2005-07-12				30	22
WUR:CE-FIN05-II-458-A	2005-07-12		10	10.5	25	34
WUR:CE-FIN05-II-458-B	2005-07-12		2	2	25	31
WUR:CE-FIN05-II-458-C	2005-07-12		5	8	25	35
WUR:CE-FIN05-II-459-A	2005-07-12		12	20.8	24	36
WUR:CE-FIN05-II-459-B	2005-07-12		10	18.4	25	29
